customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,DailyAccounts,Churn_numerico
8634-MPHTR,YES,MALE,1,YES,NO,47,YES,YES,FIBER OPTIC,NO,NO,YES,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.05,4871.05,3.286793692509855,1
8637-XJIVR,YES,FEMALE,0,NO,NO,12,YES,YES,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.95,927.35,2.5936268068331145,1
8639-NHQEI,NO,FEMALE,0,YES,YES,72,YES,YES,FIBER OPTIC,YES,YES,NO,NO,YES,NO,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),95.9,6954.15,3.150459921156373,0
8640-SDGKB,YES,MALE,0,NO,NO,4,YES,NO,DSL,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.4,299.7,2.4441524310118266,1
8642-GVWRF,YES,FEMALE,0,YES,NO,2,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),79.7,165.0,2.6182654402102497,1
8644-XLFBW,YES,MALE,1,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,71.65,71.65,2.353810775295664,1
8644-XYTSV,NO,MALE,0,YES,NO,42,NO,NO,DSL,YES,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),40.15,1626.05,1.318988173455979,0
8645-KOMJQ,NO,MALE,0,YES,YES,69,YES,YES,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,BANK TRANSFER (AUTOMATIC),81.95,5601.4,2.692181340341656,0
8645-KWHJO,NO,MALE,0,NO,NO,14,NO,NO,DSL,NO,NO,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,55.0,771.95,1.8068331143232588,0
8646-JCOMS,NO,FEMALE,0,YES,NO,66,YES,YES,FIBER OPTIC,NO,YES,YES,YES,NO,NO,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),90.55,6130.95,2.974704336399474,0
8647-SDTWQ,NO,MALE,0,YES,YES,57,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.3,4018.35,2.440867279894875,0
8648-PFRMP,NO,FEMALE,1,NO,NO,14,NO,NO,DSL,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,46.35,672.7,1.5226675427069645,0
8650-RHRKE,YES,MALE,0,NO,NO,4,NO,NO,DSL,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,29.65,118.5,0.974047306176084,1
8651-ENBZX,YES,FEMALE,1,NO,NO,60,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,ONE YEAR,YES,ELECTRONIC CHECK,106.0,6441.4,3.4822601839684624,1
8652-YHIYU,NO,FEMALE,0,NO,YES,16,YES,YES,FIBER OPTIC,NO,NO,NO,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),79.5,1264.2,2.611695137976347,0
8654-DHAOW,NO,FEMALE,0,NO,NO,2,YES,YES,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,54.15,101.65,1.778909329829172,0
8659-HDIYE,NO,FEMALE,1,NO,NO,64,YES,YES,DSL,NO,YES,YES,YES,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),74.65,4869.35,2.4523653088042052,0
8659-IOOPU,NO,FEMALE,0,YES,YES,71,YES,YES,FIBER OPTIC,YES,NO,YES,YES,NO,YES,TWO YEAR,NO,ELECTRONIC CHECK,100.45,7159.7,3.299934296977661,0
8660-BUETV,NO,FEMALE,0,NO,NO,3,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,44.75,148.05,1.4701051248357424,0
8661-BOYNW,NO,FEMALE,0,YES,NO,72,YES,YES,DSL,YES,NO,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),84.4,6096.45,2.7726675427069645,0
8663-UPDGF,NO,FEMALE,0,NO,NO,26,YES,YES,DSL,YES,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),69.5,1800.05,2.283180026281209,0
8665-UTDHZ,YES,MALE,0,YES,YES,1,NO,NO,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,30.2,30.2,0.9921156373193166,1
8668-KNZTI,NO,MALE,0,NO,NO,52,YES,NO,DSL,YES,NO,YES,NO,NO,NO,ONE YEAR,NO,ELECTRONIC CHECK,53.75,2790.65,1.7657687253613665,0
8670-ERCJH,NO,MALE,0,NO,NO,72,YES,YES,FIBER OPTIC,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),113.4,8164.1,3.725361366622865,0
8670-MEFCP,NO,FEMALE,0,YES,YES,36,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),92.9,3379.25,3.0519053876478317,0
8671-KKKOS,NO,FEMALE,0,YES,NO,46,NO,NO,DSL,YES,YES,NO,NO,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,45.55,2062.15,1.4963863337713532,0
8672-OAUPW,NO,MALE,0,NO,YES,51,YES,NO,DSL,NO,NO,NO,YES,NO,NO,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),47.85,2356.75,1.5719448094612352,0
8676-OOQEJ,NO,MALE,0,NO,NO,4,NO,NO,DSL,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,30.5,118.4,1.0019710906701709,0
8676-TRMJS,YES,MALE,0,NO,NO,3,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,75.0,209.1,2.463863337713535,1
8677-HDZEE,NO,FEMALE,0,NO,NO,56,YES,YES,FIBER OPTIC,NO,YES,NO,YES,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),105.45,5916.95,3.46419185282523,0
8679-JOEVF,YES,FEMALE,1,NO,NO,16,YES,NO,DSL,NO,NO,NO,YES,YES,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,59.4,1023.9,1.9513797634691195,1
8679-LZBMD,NO,MALE,0,YES,NO,44,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),90.65,3974.15,2.977989487516426,0
8680-CGLTP,NO,MALE,0,NO,NO,29,YES,NO,DSL,YES,YES,NO,YES,NO,NO,ONE YEAR,YES,ELECTRONIC CHECK,58.75,1696.2,1.9300262812089355,0
8681-ICONS,NO,MALE,0,YES,YES,29,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,20.65,654.85,0.6783837056504598,0
8685-WHQPW,YES,FEMALE,1,NO,NO,22,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),74.4,1692.6,2.4441524310118266,1
8687-BAFGU,NO,MALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,74.0,74.0,2.431011826544021,0
8690-UPCZI,NO,MALE,0,YES,YES,29,YES,YES,DSL,YES,NO,NO,YES,YES,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),69.05,1958.45,2.2683968462549275,0
8690-ZVLCL,NO,FEMALE,0,YES,YES,68,YES,YES,DSL,YES,YES,YES,YES,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),88.0,6161.9,2.890932982917214,0
8695-ARGXZ,NO,MALE,1,YES,NO,34,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,75.55,2425.4,2.481931668856767,0
8695-WDYEA,NO,MALE,0,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,51.25,51.25,1.683639947437582,0
8696-JKZNU,YES,FEMALE,1,NO,NO,37,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,76.25,2841.55,2.504927726675427,1
8699-ASUFO,YES,MALE,1,YES,NO,7,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,74.4,527.9,2.4441524310118266,1
8701-DGLVH,NO,MALE,0,NO,NO,51,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,20.45,1042.65,0.6718134034165572,0
8705-DWKTI,NO,MALE,0,NO,NO,52,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),83.8,4331.4,2.752956636005256,0
8705-WZCYL,NO,MALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,44.8,44.8,1.4717477003942179,0
8706-HRADD,NO,MALE,0,NO,NO,21,NO,NO,DSL,YES,NO,NO,YES,YES,NO,MONTH-TO-MONTH,YES,MAILED CHECK,43.55,1011.5,1.4306833114323256,0
8707-HOEDG,NO,FEMALE,0,YES,YES,70,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,ELECTRONIC CHECK,110.2,7689.8,3.6202365308804203,0
8707-RMEZH,NO,FEMALE,1,YES,NO,69,YES,NO,FIBER OPTIC,YES,YES,NO,NO,NO,YES,ONE YEAR,NO,CREDIT CARD (AUTOMATIC),87.3,6055.55,2.8679369250985545,0
8708-XPXHZ,YES,FEMALE,0,YES,YES,42,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,94.2,4186.3,3.0946123521681996,1
8709-KRDVL,NO,FEMALE,0,NO,NO,33,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,100.0,3320.6,3.2851511169513796,0
8710-YGLWG,NO,MALE,0,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,44.9,44.9,1.4750328515111695,0
8711-LOBKY,NO,MALE,0,YES,YES,59,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,19.85,1188.25,0.6521024967148489,0
8713-IGZSO,NO,MALE,0,NO,NO,2,YES,YES,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,24.85,62.0,0.8163600525624178,0
8714-CTZJW,NO,FEMALE,0,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),82.85,319.6,2.721747700394218,0
8714-EUHJO,YES,FEMALE,0,YES,YES,31,YES,YES,FIBER OPTIC,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,91.15,2995.45,2.994415243101183,1
8715-KKTFG,NO,FEMALE,0,YES,NO,61,YES,YES,FIBER OPTIC,NO,NO,YES,YES,YES,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),103.3,6518.35,3.393561103810775,0
8717-VCTXJ,NO,MALE,0,NO,NO,42,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,19.55,839.4,0.6422470433639947,0
8718-PTMEZ,YES,FEMALE,0,NO,NO,13,NO,NO,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,31.05,347.25,1.0200394218134035,1
8720-RQSBJ,NO,MALE,1,NO,NO,1,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.0,44.0,1.445466491458607,0
8722-NGNBH,YES,MALE,0,NO,NO,5,NO,NO,DSL,YES,NO,YES,YES,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,40.0,223.45,1.314060446780552,1
8722-PRFDV,NO,FEMALE,0,YES,YES,71,YES,NO,DSL,YES,NO,YES,NO,YES,YES,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),77.55,5574.35,2.5476346911957948,0
8725-JEDFD,NO,MALE,0,NO,NO,27,YES,NO,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,69.05,1793.25,2.2683968462549275,0
8727-JQFHV,NO,MALE,0,YES,YES,57,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,20.75,1123.15,0.6816688567674113,0
8727-XDPUD,NO,MALE,0,NO,NO,37,NO,NO,DSL,NO,NO,NO,NO,YES,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),35.8,1316.9,1.1760840998685937,0
8728-SKJLR,NO,MALE,0,NO,NO,41,YES,NO,FIBER OPTIC,NO,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.25,3089.1,2.4392247043363993,0
8731-WBBMB,NO,FEMALE,0,YES,NO,26,YES,NO,DSL,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),81.9,2078.55,2.69053876478318,0
8734-DKSTZ,NO,FEMALE,0,YES,YES,10,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,85.95,858.6,2.823587385019711,0
8734-FNWVH,NO,MALE,0,YES,YES,31,YES,YES,DSL,NO,NO,NO,NO,NO,YES,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),59.7,1825.5,1.9612352168199738,0
8735-DCXNF,NO,MALE,0,YES,NO,10,YES,NO,DSL,YES,NO,NO,YES,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),54.95,568.85,1.8051905387647833,0
8735-IJJEG,NO,MALE,0,YES,NO,14,YES,NO,DSL,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),50.2,668.85,1.6491458607095926,0
8735-NBLWT,NO,MALE,0,NO,YES,9,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.4,184.1,0.6701708278580814,0
8735-SDUFN,NO,FEMALE,1,YES,NO,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),24.3,1778.7,0.7982917214191853,0
8738-JOKAR,NO,FEMALE,0,NO,NO,42,YES,NO,DSL,YES,YES,NO,YES,NO,YES,ONE YEAR,YES,MAILED CHECK,67.7,2882.25,2.224047306176084,0
8739-QOTTN,NO,FEMALE,0,YES,NO,2,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.35,41.85,0.6685282522996058,0
8739-WWKDU,YES,MALE,1,NO,NO,25,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,89.5,2196.15,2.940210249671485,1
8739-XNIKG,NO,FEMALE,0,NO,NO,5,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.0,424.75,2.759526938239159,0
8740-CRYFY,YES,MALE,0,NO,NO,1,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,78.95,78.95,2.5936268068331145,1
8740-XLHDR,YES,MALE,0,NO,NO,5,NO,NO,DSL,YES,YES,YES,YES,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,43.25,219.0,1.4208278580814717,1
8741-LQOBK,NO,FEMALE,0,YES,YES,46,NO,NO,DSL,YES,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,BANK TRANSFER (AUTOMATIC),35.05,1620.25,1.1514454664914584,0
8745-PVESG,NO,FEMALE,0,NO,NO,57,NO,NO,DSL,YES,NO,YES,YES,NO,NO,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),41.1,2258.25,1.350197109067017,0
8746-BFOAJ,NO,MALE,1,NO,NO,21,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,BANK TRANSFER (AUTOMATIC),20.5,429.55,0.6734559789750328,0
8746-OQQRW,NO,MALE,0,NO,NO,4,YES,YES,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,25.25,101.9,0.8295006570302234,0
8747-UDCOI,NO,FEMALE,0,YES,NO,65,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.35,1319.95,0.635676741130092,0
8748-HFWBO,NO,MALE,0,YES,YES,19,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,19.9,357.7,0.6537450722733245,0
8749-CLJXC,NO,MALE,0,NO,NO,1,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,20.05,20.05,0.6586727989487516,0
8749-JMNKX,YES,MALE,1,YES,NO,51,YES,YES,FIBER OPTIC,YES,NO,YES,NO,YES,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),93.8,4750.95,3.081471747700394,1
8749-TZYEC,NO,MALE,0,YES,NO,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),24.8,1874.3,0.8147174770039421,0
8750-QWZAJ,NO,FEMALE,0,YES,YES,70,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.8,1378.75,0.6504599211563732,0
8751-EDEKA,NO,FEMALE,0,YES,NO,28,YES,NO,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),89.9,2433.5,2.9533508541392903,0
8752-GHJFU,NO,MALE,1,YES,NO,71,YES,YES,FIBER OPTIC,YES,YES,YES,YES,NO,NO,ONE YEAR,YES,ELECTRONIC CHECK,92.0,6585.2,3.0223390275952693,0
8752-IMQOS,NO,MALE,0,YES,YES,5,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,20.1,85.1,0.6603153745072273,0
8752-STIVR,YES,FEMALE,0,NO,NO,4,YES,NO,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,79.0,303.15,2.59526938239159,1
8755-IWJHN,NO,MALE,1,YES,NO,69,YES,YES,FIBER OPTIC,NO,YES,YES,NO,NO,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),95.35,6382.0,3.1323915900131403,0
8755-OGKNA,NO,FEMALE,0,YES,YES,57,YES,NO,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,BANK TRANSFER (AUTOMATIC),19.5,1167.6,0.640604467805519,0
8756-RDDLT,NO,FEMALE,0,NO,NO,68,NO,NO,DSL,NO,YES,NO,YES,NO,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,44.95,3085.35,1.4766754270696452,0
8757-TFHHJ,NO,MALE,0,NO,NO,1,YES,NO,DSL,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),49.8,49.8,1.636005256241787,0
8760-ZRHKE,NO,FEMALE,1,YES,YES,71,YES,YES,DSL,YES,YES,NO,NO,YES,NO,ONE YEAR,NO,ELECTRONIC CHECK,69.2,4982.5,2.273324572930355,0
8761-NSOBC,YES,MALE,0,NO,NO,44,YES,NO,FIBER OPTIC,NO,YES,NO,YES,YES,YES,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,100.55,4398.15,3.303219448094612,1
8763-KIAFH,NO,FEMALE,0,YES,YES,27,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,YES,MAILED CHECK,20.55,583.3,0.6750985545335085,0
8766-PAFNE,NO,MALE,0,YES,NO,71,YES,NO,DSL,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),79.1,5564.85,2.598554533508541,0
8769-KKTPH,NO,FEMALE,0,YES,YES,63,YES,YES,FIBER OPTIC,YES,NO,NO,NO,YES,YES,ONE YEAR,YES,CREDIT CARD (AUTOMATIC),99.65,6311.2,3.27365308804205,0
8773-HHUOZ,YES,FEMALE,0,NO,YES,17,YES,NO,DSL,NO,NO,NO,NO,YES,YES,MONTH-TO-MONTH,YES,MAILED CHECK,64.7,1093.1,2.1254927726675428,1
8774-GSBUN,NO,MALE,0,YES,NO,72,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,MAILED CHECK,25.4,1797.1,0.8344283837056504,0
8775-CEBBJ,YES,FEMALE,0,NO,NO,9,YES,NO,DSL,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),44.2,403.35,1.4520367936925098,1
8775-ERLNB,NO,MALE,1,YES,NO,1,YES,YES,FIBER OPTIC,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,ELECTRONIC CHECK,74.3,74.3,2.440867279894875,0
8775-LHDJH,YES,FEMALE,1,YES,NO,1,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.6,90.6,2.9763469119579495,1
8777-MBMTS,NO,FEMALE,1,YES,NO,65,YES,NO,FIBER OPTIC,NO,YES,YES,YES,YES,YES,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),105.85,6725.5,3.477332457293035,0
8777-PVYGU,NO,FEMALE,0,YES,NO,52,YES,NO,DSL,YES,NO,YES,NO,YES,NO,ONE YEAR,YES,MAILED CHECK,64.3,3410.6,2.112352168199737,0
8778-LMWTJ,NO,FEMALE,0,NO,NO,9,YES,NO,FIBER OPTIC,YES,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,74.85,708.2,2.4589356110381075,0
8779-QRDMV,YES,MALE,1,NO,NO,1,NO,NO,DSL,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,39.65,39.65,1.302562417871222,1
8779-YIQQA,NO,MALE,0,YES,YES,21,YES,NO,NO,NO,NO,NO,NO,NO,NO,ONE YEAR,NO,MAILED CHECK,19.8,350.1,0.6504599211563732,0
8780-IHCRN,NO,MALE,0,YES,YES,63,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,NO,CREDIT CARD (AUTOMATIC),24.65,1574.5,0.8097897503285151,0
8780-IXSTS,YES,FEMALE,0,NO,NO,6,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,90.1,521.3,2.9599211563731926,1
8780-RSYYU,NO,FEMALE,0,NO,NO,25,YES,NO,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,YES,CREDIT CARD (AUTOMATIC),19.2,532.1,0.6307490144546649,0
8780-YRMTT,NO,FEMALE,0,NO,NO,66,NO,NO,DSL,YES,YES,YES,YES,NO,NO,TWO YEAR,YES,MAILED CHECK,47.4,3177.25,1.557161629434954,0
8782-LKFPK,NO,MALE,0,NO,NO,44,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,YES,MONTH-TO-MONTH,YES,MAILED CHECK,90.4,4063.0,2.9697766097240472,0
8782-NUUOL,NO,MALE,0,NO,NO,60,YES,NO,DSL,YES,NO,YES,YES,YES,YES,ONE YEAR,NO,MAILED CHECK,79.0,4801.1,2.59526938239159,0
8784-CGILN,YES,FEMALE,0,NO,NO,18,YES,YES,FIBER OPTIC,NO,NO,NO,YES,YES,YES,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),99.85,1776.95,3.2802233902759523,1
8785-CJSHH,NO,FEMALE,0,YES,NO,60,YES,YES,FIBER OPTIC,NO,YES,NO,NO,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,99.8,5985.75,3.278580814717477,0
8785-EPNCG,YES,MALE,0,NO,NO,11,YES,YES,NO,NO,NO,NO,NO,NO,NO,MONTH-TO-MONTH,NO,CREDIT CARD (AUTOMATIC),23.15,245.2,0.7605124835742444,1
8788-DOXSU,NO,MALE,0,NO,NO,59,YES,NO,DSL,NO,NO,YES,NO,NO,YES,ONE YEAR,YES,BANK TRANSFER (AUTOMATIC),61.35,3645.5,2.0154402102496713,0
8791-GFXLZ,NO,MALE,0,NO,NO,12,YES,NO,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,YES,BANK TRANSFER (AUTOMATIC),49.05,593.05,1.6113666228646517,0
8792-AOROI,NO,FEMALE,0,YES,NO,8,YES,NO,DSL,YES,NO,NO,YES,NO,YES,TWO YEAR,NO,MAILED CHECK,65.5,564.35,2.151773981603154,0
8799-OXZMD,NO,FEMALE,0,NO,NO,28,NO,NO,DSL,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,29.75,790.7,0.9773324572930354,0
8800-JOOCF,NO,FEMALE,0,NO,YES,12,YES,YES,FIBER OPTIC,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,84.05,966.55,2.7611695137976344,0
8800-ZKRFW,NO,FEMALE,0,YES,YES,30,YES,YES,FIBER OPTIC,NO,YES,YES,YES,YES,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,107.5,3242.5,3.531537450722733,0
8802-UNOJF,YES,MALE,1,NO,NO,12,YES,NO,FIBER OPTIC,NO,YES,YES,YES,NO,NO,MONTH-TO-MONTH,YES,MAILED CHECK,83.8,1029.75,2.752956636005256,1
8805-JNRAZ,NO,FEMALE,0,NO,NO,2,YES,NO,DSL,NO,YES,NO,NO,NO,NO,MONTH-TO-MONTH,NO,MAILED CHECK,49.2,103.7,1.6162943495400788,0
8806-EAGWC,YES,MALE,0,NO,NO,3,YES,NO,DSL,NO,NO,NO,NO,YES,NO,MONTH-TO-MONTH,NO,MAILED CHECK,55.15,159.15,1.8117608409986858,1
8807-ARQET,NO,FEMALE,0,NO,NO,41,NO,NO,DSL,NO,YES,NO,NO,NO,YES,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,40.35,1677.85,1.3255584756898817,0
8807-OPMBM,NO,FEMALE,0,YES,YES,55,YES,YES,NO,NO,NO,NO,NO,NO,NO,TWO YEAR,YES,CREDIT CARD (AUTOMATIC),25.65,1388.0,0.8426412614980289,0
8808-ELEHO,YES,MALE,1,NO,NO,8,YES,YES,FIBER OPTIC,NO,NO,YES,NO,NO,NO,MONTH-TO-MONTH,YES,ELECTRONIC CHECK,81.25,585.95,2.669185282522996,1
